product_id,name,category,url
6389541491846496819,,unknown,https://www.backmarket.de/de-de/p/acer-a515-52-15-i3-8145u-21-ghz-hdd-128-gb-4gb/03b6897c-d545-4495-a809-f66e76df5697
6389541491846496819,,unknown,https://www.backmarket.de/de-de/p/acer-a515-52-15-i3-8145u-21-ghz-hdd-128-gb-4gb/03b6897c-d545-4495-a809-f66e76df5697
6389541491846496819,,unknown,https://www.backmarket.de/de-de/p/acer-a515-52-15-i3-8145u-21-ghz-hdd-128-gb-4gb/03b6897c-d545-4495-a809-f66e76df5697
6389541491846496819,,unknown,https://www.backmarket.de/de-de/p/acer-a515-52-15-i3-8145u-21-ghz-hdd-128-gb-4gb/03b6897c-d545-4495-a809-f66e76df5697
6389541491846496819,,unknown,https://www.backmarket.de/de-de/p/acer-a515-52-15-i3-8145u-21-ghz-hdd-128-gb-4gb/03b6897c-d545-4495-a809-f66e76df5697
6389541491846496819,,unknown,https://www.backmarket.de/de-de/p/acer-a515-52-15-i3-8145u-21-ghz-hdd-128-gb-4gb/03b6897c-d545-4495-a809-f66e76df5697
6389541491846496819,,unknown,https://www.backmarket.de/de-de/p/acer-a515-52-15-i3-8145u-21-ghz-hdd-128-gb-4gb/03b6897c-d545-4495-a809-f66e76df5697
6389541491846496819,,unknown,https://www.backmarket.de/de-de/p/acer-a515-52-15-i3-8145u-21-ghz-hdd-128-gb-4gb/03b6897c-d545-4495-a809-f66e76df5697
9174680218069723140,"Lenovo ThinkPad T480S 14"" Core i5 1.7 GHz - SSD 256 GB - 16GB QWERTZ - Deutsch",top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
9174680218069723140,"Lenovo ThinkPad T480S 14"" Core i5 1.7 GHz - SSD 256 GB - 16GB QWERTZ - Deutsch",top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
-5654480325307813537,"Lenovo ThinkPad X390 13"" Core i5 1.6 GHz - SSD 256 GB - 16GB QWERTZ - Deutsch",top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
-2461644857049292344,"HP ProBook 440 G8 14"" Core i3 3 GHz - SSD 256 GB - 8GB QWERTZ - Deutsch",top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
6083741944457941691,,top-angebote-laptops,https://www.backmarket.de/de-de/l/top-angebote-laptops/c8a1ab5c-5ec5-4475-981f-c4990f834d3b
